participant	task	session	sequenceNumber	stimulus	response	reactionTime	interstimulusInterval	stepA	stepB	correctResponse	wasResponsecorrect
13	identification	1	30	step2	i	0.844816923	NA	NA	NA	NA	NA
13	identification	1	31	step3	_	5.964734793	NA	NA	NA	NA	NA
13	identification	1	32	step4	i	0.778744936	NA	NA	NA	NA	NA
13	identification	1	33	step5	_	1.857725859	NA	NA	NA	NA	NA
13	identification	1	34	step6	_	0.412355185	NA	NA	NA	NA	NA
13	identification	1	35	step7	_	0.981833935	NA	NA	NA	NA	NA
13	identification	1	36	step1	_	6.280206203	NA	NA	NA	NA	NA
13	identification	1	37	step2	i	0.534167051	NA	NA	NA	NA	NA
13	identification	1	38	step3	i	0.494547844	NA	NA	NA	NA	NA
13	identification	1	39	step4	_	0.95024395	NA	NA	NA	NA	NA
13	identification	1	40	step5	_	2.048406124	NA	NA	NA	NA	NA
13	identification	1	41	step6	_	0.790003061	NA	NA	NA	NA	NA
13	identification	1	42	step7	_	1.400375128	NA	NA	NA	NA	NA
13	identification	1	43	step1	i	1.538776875	NA	NA	NA	NA	NA
13	identification	1	44	step2	i	0.643117905	NA	NA	NA	NA	NA
13	identification	1	45	step3	i	1.459336042	NA	NA	NA	NA	NA
13	identification	1	46	step4	i	0.516675949	NA	NA	NA	NA	NA
13	identification	1	47	step5	i	0.360372066	NA	NA	NA	NA	NA
13	identification	1	48	step6	_	0.373426914	NA	NA	NA	NA	NA
13	identification	1	49	step7	_	0.412016869	NA	NA	NA	NA	NA
13	identification	1	50	step1	i	0.303636312	NA	NA	NA	NA	NA
13	identification	1	51	step2	i	0.288616896	NA	NA	NA	NA	NA
13	identification	1	52	step3	i	0.410573959	NA	NA	NA	NA	NA
13	identification	1	53	step4	i	0.395558357	NA	NA	NA	NA	NA
13	identification	1	54	step5	_	0.318596125	NA	NA	NA	NA	NA
13	identification	1	55	step6	_	0.69238615	NA	NA	NA	NA	NA
13	identification	1	56	step7	_	0.270491123	NA	NA	NA	NA	NA
13	identification	1	57	step1	i	1.160724878	NA	NA	NA	NA	NA
13	identification	1	58	step2	i	0.371019125	NA	NA	NA	NA	NA
13	identification	1	59	step3	i	0.306299686	NA	NA	NA	NA	NA
13	identification	1	60	step4	i	0.325411081	NA	NA	NA	NA	NA
13	identification	1	61	step5	_	0.375113964	NA	NA	NA	NA	NA
13	identification	1	62	step6	_	0.80236125	NA	NA	NA	NA	NA
13	identification	1	63	step7	_	1.810906887	NA	NA	NA	NA	NA
13	identification	1	64	step1	i	0.296755075	NA	NA	NA	NA	NA
13	identification	1	65	step2	i	0.474256754	NA	NA	NA	NA	NA
13	identification	1	66	step3	i	0.301405907	NA	NA	NA	NA	NA
13	identification	1	67	step4	i	0.279510975	NA	NA	NA	NA	NA
13	identification	1	68	step5	i	0.36353302	NA	NA	NA	NA	NA
13	identification	1	69	step6	_	0.329405069	NA	NA	NA	NA	NA
13	identification	1	70	step7	_	0.648989916	NA	NA	NA	NA	NA
14	discrimination	1	1	"step1,silence1000,step1"	same	0.691082625	1000	step1	step1	same	yes
14	discrimination	1	2	"step1,silence1000,step3"	same	0.635958791	1000	step1	step3	different	no
14	discrimination	1	3	"step1,silence2000,step1"	same	0.962091459	2000	step1	step1	same	yes
14	discrimination	1	4	"step1,silence2000,step3"	same	0.887231375	2000	step1	step3	different	no
14	discrimination	1	5	"step1,silence250,step1"	same	0.505826083	250	step1	step1	same	yes
14	discrimination	1	6	"step1,silence250,step3"	different	0.53904875	250	step1	step3	different	yes
14	discrimination	1	7	"step1,silence500,step1"	same	0.59908025	500	step1	step1	same	yes
14	discrimination	1	8	"step1,silence500,step3"	same	0.731583958	500	step1	step3	different	no
14	discrimination	1	9	"step1,step1"	same	1.298570625	0	step1	step1	same	yes
14	discrimination	1	10	"step1,step3"	different	0.684907	0	step1	step3	different	yes
14	discrimination	1	11	"step3,silence1000,step1"	same	2.071132792	1000	step3	step1	different	no
14	discrimination	1	12	"step3,silence1000,step3"	same	0.89185475	1000	step3	step3	same	yes
14	discrimination	1	13	"step3,silence1000,step5"	same	1.235930417	1000	step3	step5	different	no
14	discrimination	1	14	"step3,silence2000,step1"	same	0.914198583	2000	step3	step1	different	no
14	discrimination	1	15	"step3,silence2000,step3"	same	0.475443458	2000	step3	step3	same	yes
14	discrimination	1	16	"step3,silence2000,step5"	same	0.965000083	2000	step3	step5	different	no
14	discrimination	1	17	"step3,silence250,step1"	different	0.7556275	250	step3	step1	different	yes
14	discrimination	1	18	"step3,silence250,step3"	different	0.847714625	250	step3	step3	same	no
14	discrimination	1	19	"step3,silence250,step5"	different	0.447184458	250	step3	step5	different	yes
14	discrimination	1	20	"step3,silence500,step1"	different	0.825159084	500	step3	step1	different	yes
14	discrimination	1	21	"step3,silence500,step3"	same	0.727989541	500	step3	step3	same	yes
14	discrimination	1	22	"step3,silence500,step5"	different	0.782925167	500	step3	step5	different	yes
14	discrimination	1	23	"step3,step1"	same	2.84177625	0	step3	step1	different	no
14	discrimination	1	24	"step3,step3"	same	0.816318292	0	step3	step3	same	yes
14	discrimination	1	25	"step3,step5"	same	2.802527084	0	step3	step5	different	no
14	discrimination	1	26	"step5,silence1000,step3"	different	0.466533708	1000	step5	step3	different	yes
14	discrimination	1	27	"step5,silence1000,step5"	same	1.137941833	1000	step5	step5	same	yes
14	discrimination	1	28	"step5,silence1000,step7"	different	0.656936375	1000	step5	step7	different	yes
14	discrimination	1	29	"step5,silence2000,step3"	different	1.098021166	2000	step5	step3	different	yes
14	discrimination	1	30	"step5,silence2000,step5"	same	1.109772417	2000	step5	step5	same	yes
14	discrimination	1	31	"step5,silence2000,step7"	different	0.498808	2000	step5	step7	different	yes
14	discrimination	1	32	"step5,silence250,step3"	different	0.609592542	250	step5	step3	different	yes
14	discrimination	1	33	"step5,silence250,step5"	same	1.035304208	250	step5	step5	same	yes
14	discrimination	1	34	"step5,silence250,step7"	different	0.497754958	250	step5	step7	different	yes
14	discrimination	1	35	"step5,silence500,step3"	different	0.908888125	500	step5	step3	different	yes
14	discrimination	1	36	"step5,silence500,step5"	same	0.674876167	500	step5	step5	same	yes
14	discrimination	1	37	"step5,silence500,step7"	different	0.6779135	500	step5	step7	different	yes
14	discrimination	1	38	"step5,step3"	different	1.207596458	0	step5	step3	different	yes
14	discrimination	1	39	"step5,step5"	different	0.595501459	0	step5	step5	same	no
14	discrimination	1	40	"step5,step7"	different	1.176176792	0	step5	step7	different	yes
14	discrimination	1	41	"step7,silence1000,step5"	different	0.755053	1000	step7	step5	different	yes
14	discrimination	1	42	"step7,silence1000,step7"	different	0.815149291	1000	step7	step7	same	no
14	discrimination	1	43	"step7,silence2000,step5"	different	0.857246875	2000	step7	step5	different	yes
14	discrimination	1	44	"step7,silence2000,step7"	same	0.83815825	2000	step7	step7	same	yes
14	discrimination	1	45	"step7,silence250,step5"	different	0.42323825	250	step7	step5	different	yes
14	discrimination	1	46	"step7,silence250,step7"	same	1.424105375	250	step7	step7	same	yes
14	discrimination	1	47	"step7,silence500,step5"	different	0.873327584	500	step7	step5	different	yes
14	discrimination	1	48	"step7,silence500,step7"	different	1.036531166	500	step7	step7	same	no
14	discrimination	1	49	"step7,step5"	different	1.128606625	0	step7	step5	different	yes
14	discrimination	1	50	"step7,step7"	different	6.465188041	0	step7	step7	same	no
14	discrimination	1	51	"step1,silence1000,step1"	same	0.592119292	1000	step1	step1	same	yes
14	discrimination	1	52	"step1,silence1000,step3"	same	0.411360583	1000	step1	step3	different	no
14	discrimination	1	53	"step1,silence2000,step1"	same	0.871069292	2000	step1	step1	same	yes
14	discrimination	1	54	"step1,silence2000,step3"	same	0.371166625	2000	step1	step3	different	no
14	discrimination	1	55	"step1,silence250,step1"	same	0.469057	250	step1	step1	same	yes
14	discrimination	1	56	"step1,silence250,step3"	same	1.47237375	250	step1	step3	different	no
14	discrimination	1	57	"step1,silence500,step1"	same	0.607371833	500	step1	step1	same	yes
14	discrimination	1	58	"step1,silence500,step3"	same	0.404145917	500	step1	step3	different	no
14	discrimination	1	59	"step1,step1"	same	0.537076791	0	step1	step1	same	yes
14	discrimination	1	60	"step1,step3"	same	7.015052084	0	step1	step3	different	no
14	discrimination	1	61	"step3,silence1000,step1"	different	0.462233666	1000	step3	step1	different	yes
14	discrimination	1	62	"step3,silence1000,step3"	same	1.026637917	1000	step3	step3	same	yes
14	discrimination	1	63	"step3,silence1000,step5"	different	0.456021833	1000	step3	step5	different	yes
14	discrimination	1	64	"step3,silence2000,step1"	different	0.7038055	2000	step3	step1	different	yes
14	discrimination	1	65	"step3,silence2000,step3"	same	0.804248375	2000	step3	step3	same	yes
14	discrimination	1	66	"step3,silence2000,step5"	same	0.774141625	2000	step3	step5	different	no
14	discrimination	1	67	"step3,silence250,step1"	different	0.526260541	250	step3	step1	different	yes
14	discrimination	1	68	"step3,silence250,step3"	same	0.510444292	250	step3	step3	same	yes
14	discrimination	1	69	"step3,silence250,step5"	different	0.673029459	250	step3	step5	different	yes
14	discrimination	1	70	"step3,silence500,step1"	different	0.684018833	500	step3	step1	different	yes
14	discrimination	1	71	"step3,silence500,step3"	same	1.077001375	500	step3	step3	same	yes
14	discrimination	1	72	"step3,silence500,step5"	different	0.808900541	500	step3	step5	different	yes
14	discrimination	1	73	"step3,step1"	different	1.189691208	0	step3	step1	different	yes
14	discrimination	1	74	"step3,step3"	same	0.654643917	0	step3	step3	same	yes
14	discrimination	1	75	"step3,step5"	different	4.017385625	0	step3	step5	different	yes
14	discrimination	1	76	"step5,silence1000,step3"	different	0.861588583	1000	step5	step3	different	yes
14	discrimination	1	77	"step5,silence1000,step5"	same	0.705319208	1000	step5	step5	same	yes
14	discrimination	1	78	"step5,silence1000,step7"	different	0.510186917	1000	step5	step7	different	yes
14	discrimination	1	79	"step5,silence2000,step3"	different	0.666234541	2000	step5	step3	different	yes
14	discrimination	1	80	"step5,silence2000,step5"	same	0.746077375	2000	step5	step5	same	yes
14	discrimination	1	81	"step5,silence2000,step7"	different	0.854681792	2000	step5	step7	different	yes
14	discrimination	1	82	"step5,silence250,step3"	different	0.375800958	250	step5	step3	different	yes
14	discrimination	1	83	"step5,silence250,step5"	different	2.343380917	250	step5	step5	same	no
14	discrimination	1	84	"step5,silence250,step7"	different	0.702819333	250	step5	step7	different	yes
14	discrimination	1	85	"step5,silence500,step3"	different	0.468957167	500	step5	step3	different	yes
14	discrimination	1	86	"step5,silence500,step5"	same	0.66965275	500	step5	step5	same	yes
14	discrimination	1	87	"step5,silence500,step7"	different	0.65782375	500	step5	step7	different	yes
14	discrimination	1	88	"step5,step3"	different	0.863402958	0	step5	step3	different	yes
14	discrimination	1	89	"step5,step5"	different	1.593482083	0	step5	step5	same	no
14	discrimination	1	90	"step5,step7"	different	0.50658925	0	step5	step7	different	yes
14	discrimination	1	91	"step7,silence1000,step5"	different	1.026778334	1000	step7	step5	different	yes
14	discrimination	1	92	"step7,silence1000,step7"	same	0.933559958	1000	step7	step7	same	yes
14	discrimination	1	93	"step7,silence2000,step5"	same	0.773875666	2000	step7	step5	different	no
14	discrimination	1	94	"step7,silence2000,step7"	same	0.78502675	2000	step7	step7	same	yes
14	discrimination	1	95	"step7,silence250,step5"	different	0.617944084	250	step7	step5	different	yes
14	discrimination	1	96	"step7,silence250,step7"	same	0.56536925	250	step7	step7	same	yes
14	discrimination	1	97	"step7,silence500,step5"	different	0.642183042	500	step7	step5	different	yes
14	discrimination	1	98	"step7,silence500,step7"	same	0.89182975	500	step7	step7	same	yes
14	discrimination	1	99	"step7,step5"	different	0.651225875	0	step7	step5	different	yes
14	discrimination	1	100	"step7,step7"	same	0.955138875	0	step7	step7	same	yes
14	identification	1	1	step1	i	0.372657791	NA	NA	NA	NA	NA
14	identification	1	2	step2	i	1.277932583	NA	NA	NA	NA	NA
14	identification	1	3	step3	i	0.634771625	NA	NA	NA	NA	NA
14	identification	1	4	step4	i	0.584347417	NA	NA	NA	NA	NA
14	identification	1	5	step5	_	0.565547417	NA	NA	NA	NA	NA
14	identification	1	6	step6	_	0.470000209	NA	NA	NA	NA	NA
14	identification	1	7	step7	_	0.52119125	NA	NA	NA	NA	NA
14	identification	1	8	step1	i	0.509545792	NA	NA	NA	NA	NA
14	identification	1	9	step2	i	0.4705665	NA	NA	NA	NA	NA
14	identification	1	10	step3	i	0.356202708	NA	NA	NA	NA	NA
14	identification	1	11	step4	i	0.360667834	NA	NA	NA	NA	NA
14	identification	1	12	step5	_	0.332145708	NA	NA	NA	NA	NA
14	identification	1	13	step6	_	0.381743959	NA	NA	NA	NA	NA
14	identification	1	14	step7	_	0.3132575	NA	NA	NA	NA	NA
14	identification	1	15	step1	i	0.453673667	NA	NA	NA	NA	NA
14	identification	1	16	step2	i	0.353680708	NA	NA	NA	NA	NA
14	identification	1	17	step3	i	0.301915792	NA	NA	NA	NA	NA
14	identification	1	18	step4	i	0.268499042	NA	NA	NA	NA	NA
14	identification	1	19	step5	_	0.394676375	NA	NA	NA	NA	NA
14	identification	1	20	step6	_	0.280951292	NA	NA	NA	NA	NA
14	identification	1	21	step7	_	0.295521458	NA	NA	NA	NA	NA
14	identification	1	22	step1	i	0.439238458	NA	NA	NA	NA	NA
14	identification	1	23	step2	i	0.353925375	NA	NA	NA	NA	NA
14	identification	1	24	step3	i	0.319317875	NA	NA	NA	NA	NA
14	identification	1	25	step4	i	0.590264375	NA	NA	NA	NA	NA
14	identification	1	26	step5	_	0.420827875	NA	NA	NA	NA	NA
14	identification	1	27	step6	_	0.609047417	NA	NA	NA	NA	NA
14	identification	1	28	step7	_	0.348826334	NA	NA	NA	NA	NA
14	identification	1	29	step1	i	0.586144792	NA	NA	NA	NA	NA
14	identification	1	30	step2	i	0.343109041	NA	NA	NA	NA	NA
14	identification	1	31	step3	i	0.384268333	NA	NA	NA	NA	NA
14	identification	1	32	step4	i	0.288319625	NA	NA	NA	NA	NA
14	identification	1	33	step5	i	0.557130209	NA	NA	NA	NA	NA
14	identification	1	34	step6	_	0.357327958	NA	NA	NA	NA	NA
14	identification	1	35	step7	_	0.2963565	NA	NA	NA	NA	NA
14	identification	1	36	step1	i	0.295100583	NA	NA	NA	NA	NA
14	identification	1	37	step2	i	0.318055917	NA	NA	NA	NA	NA
14	identification	1	38	step3	i	0.31787625	NA	NA	NA	NA	NA
14	identification	1	39	step4	i	0.522766084	NA	NA	NA	NA	NA
14	identification	1	40	step5	_	0.323692416	NA	NA	NA	NA	NA
14	identification	1	41	step6	_	0.389333958	NA	NA	NA	NA	NA
14	identification	1	42	step7	_	0.366399167	NA	NA	NA	NA	NA
14	identification	1	43	step1	i	0.305098041	NA	NA	NA	NA	NA
14	identification	1	44	step2	i	0.321265875	NA	NA	NA	NA	NA
14	identification	1	45	step3	i	0.338892	NA	NA	NA	NA	NA
14	identification	1	46	step4	i	0.337967292	NA	NA	NA	NA	NA
14	identification	1	47	step5	i	0.392891209	NA	NA	NA	NA	NA
14	identification	1	48	step6	_	0.325767209	NA	NA	NA	NA	NA
14	identification	1	49	step7	_	0.315988042	NA	NA	NA	NA	NA
14	identification	1	50	step1	i	0.293078625	NA	NA	NA	NA	NA
14	identification	1	51	step2	i	0.3000925	NA	NA	NA	NA	NA
14	identification	1	52	step3	i	0.289542417	NA	NA	NA	NA	NA
14	identification	1	53	step4	i	0.411532083	NA	NA	NA	NA	NA
14	identification	1	54	step5	_	0.363964042	NA	NA	NA	NA	NA
14	identification	1	55	step6	_	0.320519083	NA	NA	NA	NA	NA
14	identification	1	56	step7	_	0.306609791	NA	NA	NA	NA	NA
14	identification	1	57	step1	i	0.286068375	NA	NA	NA	NA	NA
14	identification	1	58	step2	i	0.297800833	NA	NA	NA	NA	NA
14	identification	1	59	step3	i	0.341959709	NA	NA	NA	NA	NA
14	identification	1	60	step4	i	0.286049667	NA	NA	NA	NA	NA
14	identification	1	61	step5	_	0.273983917	NA	NA	NA	NA	NA
14	identification	1	62	step6	_	0.305397417	NA	NA	NA	NA	NA
14	identification	1	63	step7	_	0.287808	NA	NA	NA	NA	NA
14	identification	1	64	step1	i	0.411409958	NA	NA	NA	NA	NA
14	identification	1	65	step2	i	0.527505083	NA	NA	NA	NA	NA
14	identification	1	66	step3	i	0.76657625	NA	NA	NA	NA	NA
14	identification	1	67	step4	i	0.296471084	NA	NA	NA	NA	NA
14	identification	1	68	step5	_	0.450867584	NA	NA	NA	NA	NA
14	identification	1	69	step6	_	0.455922291	NA	NA	NA	NA	NA
14	identification	1	70	step7	_	2.082652541	NA	NA	NA	NA	NA
15	discrimination	1	1	"step1,silence1000,step1"	same	1.061023017	1000	step1	step1	same	yes
15	discrimination	1	2	"step1,silence1000,step3"	same	0.907103076	1000	step1	step3	different	no
15	discrimination	1	3	"step1,silence2000,step1"	same	1.17124129	2000	step1	step1	same	yes
15	discrimination	1	4	"step1,silence2000,step3"	same	0.683659789	2000	step1	step3	different	no
15	discrimination	1	5	"step1,silence250,step1"	same	0.539976826	250	step1	step1	same	yes
15	discrimination	1	6	"step1,silence250,step3"	same	0.608194658	250	step1	step3	different	no
15	discrimination	1	7	"step1,silence500,step1"	same	0.490517813	500	step1	step1	same	yes
15	discrimination	1	8	"step1,silence500,step3"	same	0.632567733	500	step1	step3	different	no
15	discrimination	1	9	"step1,step1"	same	0.507664167	0	step1	step1	same	yes
15	discrimination	1	10	"step1,step3"	same	1.149393043	0	step1	step3	different	no
15	discrimination	1	11	"step3,silence1000,step1"	different	1.289912137	1000	step3	step1	different	yes
15	discrimination	1	12	"step3,silence1000,step3"	same	0.661229705	1000	step3	step3	same	yes
15	discrimination	1	13	"step3,silence1000,step5"	different	0.760695168	1000	step3	step5	different	yes
15	discrimination	1	14	"step3,silence2000,step1"	different	1.579129807	2000	step3	step1	different	yes
15	discrimination	1	15	"step3,silence2000,step3"	same	0.86210359	2000	step3	step3	same	yes
15	discrimination	1	16	"step3,silence2000,step5"	same	1.391297773	2000	step3	step5	different	no
15	discrimination	1	17	"step3,silence250,step1"	different	0.962596888	250	step3	step1	different	yes
15	discrimination	1	18	"step3,silence250,step3"	same	0.506095613	250	step3	step3	same	yes
15	discrimination	1	19	"step3,silence250,step5"	different	0.522844724	250	step3	step5	different	yes
15	discrimination	1	20	"step3,silence500,step1"	different	3.203973045	500	step3	step1	different	yes
15	discrimination	1	21	"step3,silence500,step3"	same	0.615654327	500	step3	step3	same	yes
15	discrimination	1	22	"step3,silence500,step5"	different	0.481015962	500	step3	step5	different	yes
15	discrimination	1	23	"step3,step1"	same	1.295426667	0	step3	step1	different	no
15	discrimination	1	24	"step3,step3"	same	0.66050013	0	step3	step3	same	yes
15	discrimination	1	25	"step3,step5"	same	0.789611942	0	step3	step5	different	no
15	discrimination	1	26	"step5,silence1000,step3"	different	0.623907952	1000	step5	step3	different	yes
15	discrimination	1	27	"step5,silence1000,step5"	same	1.228700069	1000	step5	step5	same	yes
15	discrimination	1	28	"step5,silence1000,step7"	different	0.504032711	1000	step5	step7	different	yes
15	discrimination	1	29	"step5,silence2000,step3"	different	1.092428819	2000	step5	step3	different	yes
15	discrimination	1	30	"step5,silence2000,step5"	same	0.831447222	2000	step5	step5	same	yes
15	discrimination	1	31	"step5,silence2000,step7"	different	0.502287222	2000	step5	step7	different	yes
15	discrimination	1	32	"step5,silence250,step3"	different	0.719681829	250	step5	step3	different	yes
15	discrimination	1	33	"step5,silence250,step5"	same	2.320770043	250	step5	step5	same	yes
15	discrimination	1	34	"step5,silence250,step7"	different	0.576972334	250	step5	step7	different	yes
15	discrimination	1	35	"step5,silence500,step3"	different	1.325044801	500	step5	step3	different	yes
15	discrimination	1	36	"step5,silence500,step5"	different	0.590011347	500	step5	step5	same	no
15	discrimination	1	37	"step5,silence500,step7"	different	0.593423268	500	step5	step7	different	yes
15	discrimination	1	38	"step5,step3"	different	0.907669172	0	step5	step3	different	yes
15	discrimination	1	39	"step5,step5"	same	1.870694663	0	step5	step5	same	yes
15	discrimination	1	40	"step5,step7"	same	1.10278018	0	step5	step7	different	no
15	discrimination	1	41	"step7,silence1000,step5"	different	1.06148897	1000	step7	step5	different	yes
15	discrimination	1	42	"step7,silence1000,step7"	same	0.812730529	1000	step7	step7	same	yes
15	discrimination	1	43	"step7,silence2000,step5"	different	0.597962323	2000	step7	step5	different	yes
15	discrimination	1	44	"step7,silence2000,step7"	same	0.686614332	2000	step7	step7	same	yes
15	discrimination	1	45	"step7,silence250,step5"	different	1.320711469	250	step7	step5	different	yes
15	discrimination	1	46	"step7,silence250,step7"	same	0.614369019	250	step7	step7	same	yes
15	discrimination	1	47	"step7,silence500,step5"	different	1.053879169	500	step7	step5	different	yes
15	discrimination	1	48	"step7,silence500,step7"	same	1.154684483	500	step7	step7	same	yes
15	discrimination	1	49	"step7,step5"	different	1.5896932	0	step7	step5	different	yes
15	discrimination	1	50	"step7,step7"	same	0.860497486	0	step7	step7	same	yes
15	discrimination	1	51	"step1,silence1000,step1"	same	0.797332835	1000	step1	step1	same	yes
15	discrimination	1	52	"step1,silence1000,step3"	same	41.8603364	1000	step1	step3	different	no
15	discrimination	1	53	"step1,silence2000,step1"	same	0.610672137	2000	step1	step1	same	yes
15	discrimination	1	54	"step1,silence2000,step3"	different	1.575645998	2000	step1	step3	different	yes
15	discrimination	1	55	"step1,silence250,step1"	same	0.497736937	250	step1	step1	same	yes
15	discrimination	1	56	"step1,silence250,step3"	same	0.502261016	250	step1	step3	different	no
15	discrimination	1	57	"step1,silence500,step1"	same	0.959019921	500	step1	step1	same	yes
15	discrimination	1	58	"step1,silence500,step3"	same	28.77694802	500	step1	step3	different	no
15	discrimination	1	59	"step1,step1"	same	0.483640215	0	step1	step1	same	yes
15	discrimination	1	60	"step1,step3"	same	0.54514711	0	step1	step3	different	no
15	discrimination	1	61	"step3,silence1000,step1"	different	0.514600977	1000	step3	step1	different	yes
15	discrimination	1	62	"step3,silence1000,step3"	same	0.619063782	1000	step3	step3	same	yes
15	discrimination	1	63	"step3,silence1000,step5"	different	0.463263909	1000	step3	step5	different	yes
15	discrimination	1	64	"step3,silence2000,step1"	same	0.913337428	2000	step3	step1	different	no
15	discrimination	1	65	"step3,silence2000,step3"	same	0.356043296	2000	step3	step3	same	yes
15	discrimination	1	66	"step3,silence2000,step5"	different	0.999193366	2000	step3	step5	different	yes
15	discrimination	1	67	"step3,silence250,step1"	different	0.754285975	250	step3	step1	different	yes
15	discrimination	1	68	"step3,silence250,step3"	same	0.398302241	250	step3	step3	same	yes
15	discrimination	1	69	"step3,silence250,step5"	different	0.557454287	250	step3	step5	different	yes
15	discrimination	1	70	"step3,silence500,step1"	different	0.581164726	500	step3	step1	different	yes
15	discrimination	1	71	"step3,silence500,step3"	same	0.73014938	500	step3	step3	same	yes
15	discrimination	1	72	"step3,silence500,step5"	different	0.455735702	500	step3	step5	different	yes
15	discrimination	1	73	"step3,step1"	same	0.65997446	0	step3	step1	different	no
15	discrimination	1	74	"step3,step3"	same	0.402863802	0	step3	step3	same	yes
15	discrimination	1	75	"step3,step5"	same	0.614631937	0	step3	step5	different	no
15	discrimination	1	76	"step5,silence1000,step3"	different	0.75252652	1000	step5	step3	different	yes
15	discrimination	1	77	"step5,silence1000,step5"	same	0.479684983	1000	step5	step5	same	yes
15	discrimination	1	78	"step5,silence1000,step7"	different	2.983590747	1000	step5	step7	different	yes
15	discrimination	1	79	"step5,silence2000,step3"	different	0.745073819	2000	step5	step3	different	yes
15	discrimination	1	80	"step5,silence2000,step5"	different	0.666833375	2000	step5	step5	same	no
15	discrimination	1	81	"step5,silence2000,step7"	different	0.413100452	2000	step5	step7	different	yes
15	discrimination	1	82	"step5,silence250,step3"	different	1.230353356	250	step5	step3	different	yes
15	discrimination	1	83	"step5,silence250,step5"	same	0.693048341	250	step5	step5	same	yes
15	discrimination	1	84	"step5,silence250,step7"	different	0.516859816	250	step5	step7	different	yes
15	discrimination	1	85	"step5,silence500,step3"	different	0.611402027	500	step5	step3	different	yes
15	discrimination	1	86	"step5,silence500,step5"	same	0.724611976	500	step5	step5	same	yes
15	discrimination	1	87	"step5,silence500,step7"	different	0.478628314	500	step5	step7	different	yes
15	discrimination	1	88	"step5,step3"	different	1.828493387	0	step5	step3	different	yes
15	discrimination	1	89	"step5,step5"	same	0.616818334	0	step5	step5	same	yes
15	discrimination	1	90	"step5,step7"	different	0.670817117	0	step5	step7	different	yes
15	discrimination	1	91	"step7,silence1000,step5"	different	0.532675576	1000	step7	step5	different	yes
15	discrimination	1	92	"step7,silence1000,step7"	same	0.83656041	1000	step7	step7	same	yes
15	discrimination	1	93	"step7,silence2000,step5"	different	0.443758772	2000	step7	step5	different	yes
15	discrimination	1	94	"step7,silence2000,step7"	same	2.266948288	2000	step7	step7	same	yes
15	discrimination	1	95	"step7,silence250,step5"	different	0.445221217	250	step7	step5	different	yes
15	discrimination	1	96	"step7,silence250,step7"	same	0.449075956	250	step7	step7	same	yes
15	discrimination	1	97	"step7,silence500,step5"	different	0.484062279	500	step7	step5	different	yes
15	discrimination	1	98	"step7,silence500,step7"	same	0.716403778	500	step7	step7	same	yes
15	discrimination	1	99	"step7,step5"	different	0.689513483	0	step7	step5	different	yes
15	discrimination	1	100	"step7,step7"	same	0.578255525	0	step7	step7	same	yes
15	identification	1	1	step1	i	0.565817989	NA	NA	NA	NA	NA
15	identification	1	2	step2	i	0.541055649	NA	NA	NA	NA	NA
15	identification	1	3	step3	i	0.32581227	NA	NA	NA	NA	NA
15	identification	1	4	step4	i	0.493115091	NA	NA	NA	NA	NA
15	identification	1	5	step5	i	0.668495087	NA	NA	NA	NA	NA
15	identification	1	6	step6	_	0.473091799	NA	NA	NA	NA	NA
15	identification	1	7	step7	_	0.604315842	NA	NA	NA	NA	NA
15	identification	1	8	step1	i	0.441552851	NA	NA	NA	NA	NA
15	identification	1	9	step2	i	0.395034777	NA	NA	NA	NA	NA
15	identification	1	10	step3	i	0.415863589	NA	NA	NA	NA	NA
15	identification	1	11	step4	i	0.544511592	NA	NA	NA	NA	NA
15	identification	1	12	step5	i	0.382264912	NA	NA	NA	NA	NA
15	identification	1	13	step6	_	0.449681117	NA	NA	NA	NA	NA
15	identification	1	14	step7	_	0.439568035	NA	NA	NA	NA	NA
15	identification	1	15	step1	i	0.3830905	NA	NA	NA	NA	NA
15	identification	1	16	step2	i	0.427721561	NA	NA	NA	NA	NA
15	identification	1	17	step3	i	0.401890635	NA	NA	NA	NA	NA
15	identification	1	18	step4	i	0.403370443	NA	NA	NA	NA	NA
15	identification	1	19	step5	_	0.422130583	NA	NA	NA	NA	NA
15	identification	1	20	step6	_	0.471046123	NA	NA	NA	NA	NA
15	identification	1	21	step7	_	0.415296866	NA	NA	NA	NA	NA
15	identification	1	22	step1	i	0.413248047	NA	NA	NA	NA	NA
15	identification	1	23	step2	i	0.372297144	NA	NA	NA	NA	NA
15	identification	1	24	step3	i	0.547571107	NA	NA	NA	NA	NA
15	identification	1	25	step4	i	0.402324371	NA	NA	NA	NA	NA
15	identification	1	26	step5	_	0.370498415	NA	NA	NA	NA	NA
15	identification	1	27	step6	_	0.331635415	NA	NA	NA	NA	NA
15	identification	1	28	step7	_	0.413504932	NA	NA	NA	NA	NA
15	identification	1	29	step1	i	0.431899795	NA	NA	NA	NA	NA
15	identification	1	30	step2	i	0.398539826	NA	NA	NA	NA	NA
15	identification	1	31	step3	i	0.406709332	NA	NA	NA	NA	NA
15	identification	1	32	step4	i	1.114187211	NA	NA	NA	NA	NA
15	identification	1	33	step5	_	0.333442017	NA	NA	NA	NA	NA
15	identification	1	34	step6	_	0.380922742	NA	NA	NA	NA	NA
15	identification	1	35	step7	_	0.494627087	NA	NA	NA	NA	NA
15	identification	1	36	step1	i	0.525516535	NA	NA	NA	NA	NA
15	identification	1	37	step2	i	0.456818661	NA	NA	NA	NA	NA
