durationstep,LongKey,vowel,SpecificOrigCoda,OrigCoda,trial,response,Longresps,responsetime,participant,order
10,left,a,d,voiced,0,right,0,5.567197084,126,aiu
4,left,a,g,voiced,1,right,0,3.912647009,126,aiu
2,left,a,g,voiced,3,right,0,4.498132944,126,aiu
3,left,a,d,voiced,5,right,0,3.862111092,126,aiu
8,left,a,d,voiced,7,left,1,1.590595007,126,aiu
5,left,a,g,voiced,8,left,1,3.142004013,126,aiu
10,left,a,g,voiced,9,left,1,0.90633893,126,aiu
1,left,a,d,voiced,12,right,0,0.956423998,126,aiu
1,left,a,g,voiced,18,right,0,1.123398066,126,aiu
9,left,a,d,voiced,20,left,1,1.608093023,126,aiu
7,left,a,d,voiced,21,left,1,1.437571049,126,aiu
5,left,a,d,voiced,23,right,0,1.186930895,126,aiu
2,left,a,d,voiced,26,right,0,3.578094006,126,aiu
7,left,a,g,voiced,28,left,1,2.45964694,126,aiu
6,left,a,d,voiced,29,right,0,6.168418884,126,aiu
9,left,a,g,voiced,30,left,1,1.222885847,126,aiu
8,left,a,g,voiced,35,left,1,2.843179941,126,aiu
4,left,a,d,voiced,36,right,0,1.370424986,126,aiu
6,left,a,g,voiced,37,left,1,3.12826705,126,aiu
3,left,a,g,voiced,38,right,0,1.45767498,126,aiu
5,left,i,d,voiced,2,right,0,1.406382084,126,aiu
7,left,i,d,voiced,4,left,1,0.972855091,126,aiu
1,left,i,g,voiced,8,right,0,1.153395176,126,aiu
10,left,i,g,voiced,9,left,1,1.339253902,126,aiu
3,left,i,d,voiced,10,right,0,1.123746872,126,aiu
10,left,i,d,voiced,12,left,1,1.841081142,126,aiu
6,left,i,g,voiced,14,left,1,2.242754936,126,aiu
2,left,i,d,voiced,15,right,0,1.023285866,126,aiu
3,left,i,g,voiced,16,right,0,1.17308116,126,aiu
4,left,i,g,voiced,17,right,0,1.056329966,126,aiu
9,left,i,d,voiced,18,right,0,2.225317001,126,aiu
1,left,i,d,voiced,23,right,0,1.97556901,126,aiu
8,left,i,g,voiced,24,right,0,3.161715031,126,aiu
5,left,i,g,voiced,25,right,0,1.522974968,126,aiu
6,left,i,d,voiced,27,right,0,2.042267084,126,aiu
7,left,i,g,voiced,29,left,1,1.723428965,126,aiu
9,left,i,g,voiced,33,left,1,1.607478142,126,aiu
4,left,i,d,voiced,34,right,0,3.529209137,126,aiu
2,left,i,g,voiced,38,right,0,1.65803194,126,aiu
8,left,i,d,voiced,39,left,1,1.407351017,126,aiu
2,left,u,g,voiced,1,right,0,0.819304228,126,aiu
1,left,u,d,voiced,5,right,0,1.557672977,126,aiu
3,left,u,d,voiced,6,right,0,0.872872114,126,aiu
7,left,u,d,voiced,7,right,0,0.838360786,126,aiu
7,left,u,g,voiced,8,right,0,1.540167093,126,aiu
2,left,u,d,voiced,10,right,0,1.95746994,126,aiu
10,left,u,d,voiced,12,left,1,1.089589834,126,aiu
6,left,u,g,voiced,13,left,1,1.557093143,126,aiu
9,left,u,g,voiced,14,left,1,0.788218975,126,aiu
5,left,u,d,voiced,15,right,0,2.609429121,126,aiu
8,left,u,d,voiced,17,right,0,2.025694847,126,aiu
8,left,u,g,voiced,19,left,1,1.003322124,126,aiu
5,left,u,g,voiced,20,left,1,0.788594007,126,aiu
9,left,u,d,voiced,24,left,1,1.690774202,126,aiu
3,left,u,g,voiced,29,right,0,2.191298008,126,aiu
1,left,u,g,voiced,31,right,0,2.890768051,126,aiu
10,left,u,g,voiced,33,left,1,1.858125925,126,aiu
4,left,u,g,voiced,34,right,0,3.412258863,126,aiu
6,left,u,d,voiced,35,right,0,2.927896023,126,aiu
4,left,u,d,voiced,36,right,0,0.938904047,126,aiu
5,right,a,d,voiced,2,right,1,2.029653072,101,aiu
3,right,a,g,voiced,3,left,0,1.287282944,101,aiu
4,right,a,d,voiced,5,left,0,1.75928688,101,aiu
10,right,a,g,voiced,7,right,1,0.932859898,101,aiu
9,right,a,d,voiced,9,right,1,0.999700069,101,aiu
3,right,a,d,voiced,10,right,1,0.86503005,101,aiu
2,right,a,d,voiced,11,left,0,0.811007023,101,aiu
7,right,a,d,voiced,13,left,0,0.94837594,101,aiu
8,right,a,d,voiced,20,left,0,0.898419142,101,aiu
8,right,a,g,voiced,23,right,1,0.932396173,101,aiu
5,right,a,g,voiced,24,right,1,1.034250975,101,aiu
10,right,a,d,voiced,27,right,1,1.01397419,101,aiu
2,right,a,g,voiced,28,left,0,0.982800961,101,aiu
1,right,a,d,voiced,29,left,0,1.216149807,101,aiu
7,right,a,g,voiced,30,left,0,1.101424932,101,aiu
1,right,a,g,voiced,32,right,1,0.811186075,101,aiu
9,right,a,g,voiced,34,right,1,1.219696999,101,aiu
4,right,a,g,voiced,35,right,1,0.980018854,101,aiu
6,right,a,d,voiced,36,left,0,1.607462883,101,aiu
6,right,a,g,voiced,37,right,1,1.219660044,101,aiu
6,right,i,d,voiced,5,right,1,1.421263933,101,aiu
5,right,i,d,voiced,6,right,1,1.084121943,101,aiu
6,right,i,g,voiced,7,right,1,0.963467121,101,aiu
1,right,i,g,voiced,8,right,1,0.679295063,101,aiu
10,right,i,g,voiced,12,right,1,0.93256402,101,aiu
3,right,i,d,voiced,15,right,1,0.87877512,101,aiu
3,right,i,g,voiced,16,left,0,1.773561955,101,aiu
2,right,i,d,voiced,20,right,1,0.912301064,101,aiu
9,right,i,d,voiced,22,right,1,1.01380682,101,aiu
1,right,i,d,voiced,24,right,1,0.662492037,101,aiu
2,right,i,g,voiced,25,left,0,0.914775133,101,aiu
8,right,i,d,voiced,26,right,1,1.00049305,101,aiu
4,right,i,g,voiced,27,right,1,1.084054947,101,aiu
5,right,i,g,voiced,28,left,0,0.929120064,101,aiu
8,right,i,g,voiced,29,left,0,0.932674885,101,aiu
9,right,i,g,voiced,31,left,0,0.746498108,101,aiu
10,right,i,d,voiced,33,right,1,1.252402067,101,aiu
7,right,i,g,voiced,35,right,1,0.660918951,101,aiu
4,right,i,d,voiced,37,right,1,0.898185968,101,aiu
7,right,i,d,voiced,38,right,1,0.763571024,101,aiu
3,right,u,d,voiced,0,left,0,1.287322044,101,aiu
10,right,u,d,voiced,1,left,0,0.966032982,101,aiu
9,right,u,d,voiced,3,right,1,0.980010986,101,aiu
4,right,u,d,voiced,5,right,1,0.966166019,101,aiu
1,right,u,d,voiced,6,right,1,0.696528196,101,aiu
1,right,u,g,voiced,10,right,1,0.898861885,101,aiu
8,right,u,g,voiced,12,right,1,0.560652971,101,aiu
10,right,u,g,voiced,13,right,1,0.797470808,101,aiu
6,right,u,g,voiced,14,left,0,0.830301046,101,aiu
7,right,u,g,voiced,16,left,0,0.746481895,101,aiu
5,right,u,d,voiced,17,right,1,0.625451803,101,aiu
5,right,u,g,voiced,21,left,0,0.96805501,101,aiu
3,right,u,g,voiced,23,left,0,0.797693014,101,aiu
2,right,u,d,voiced,24,right,1,0.644711018,101,aiu
9,right,u,g,voiced,29,right,1,0.861898899,101,aiu
7,right,u,d,voiced,32,right,1,1.405427933,101,aiu
4,right,u,g,voiced,33,left,0,0.848322868,101,aiu
2,right,u,g,voiced,34,left,0,0.814483166,101,aiu
8,right,u,d,voiced,36,right,1,0.94948411,101,aiu
6,right,u,d,voiced,39,right,1,1.370454073,101,aiu
2,left,i,g,voiced,2,right,0,1.506726027,102,iua
5,left,i,g,voiced,4,right,0,1.252384901,102,iua
9,left,i,g,voiced,5,right,0,1.218684912,102,iua
1,left,i,d,voiced,8,right,0,0.931936026,102,iua
3,left,i,g,voiced,9,right,0,0.98236084,102,iua
9,left,i,d,voiced,10,left,1,1.047469854,102,iua
6,left,i,g,voiced,11,right,0,1.810694933,102,iua
3,left,i,d,voiced,13,right,0,0.996661186,102,iua
2,left,i,d,voiced,14,right,0,0.982712984,102,iua
1,left,i,g,voiced,16,right,0,1.10088706,102,iua
10,left,i,d,voiced,18,left,1,0.861880064,102,iua
8,left,i,d,voiced,19,left,1,0.747087955,102,iua
6,left,i,d,voiced,21,left,1,0.729343891,102,iua
10,left,i,g,voiced,22,left,1,1.11837101,102,iua
4,left,i,d,voiced,24,right,0,1.235982895,102,iua
5,left,i,d,voiced,25,right,0,0.96579504,102,iua
8,left,i,g,voiced,29,left,1,0.931610107,102,iua
7,left,i,g,voiced,31,left,1,0.847523928,102,iua
4,left,i,g,voiced,36,right,0,1.168036222,102,iua
7,left,i,d,voiced,39,left,1,1.000527143,102,iua
3,left,u,g,voiced,1,left,1,0.898925066,102,iua
5,left,u,d,voiced,2,left,1,0.932509899,102,iua
5,left,u,g,voiced,6,left,1,0.915681124,102,iua
4,left,u,g,voiced,8,left,1,1.20290494,102,iua
9,left,u,g,voiced,9,left,1,1.167963982,102,iua
2,left,u,d,voiced,10,right,0,0.796502113,102,iua
2,left,u,g,voiced,11,right,0,0.898991108,102,iua
6,left,u,g,voiced,15,left,1,0.847316027,102,iua
7,left,u,g,voiced,16,left,1,0.746188879,102,iua
8,left,u,d,voiced,18,left,1,0.948897839,102,iua
1,left,u,d,voiced,21,right,0,0.746437073,102,iua
10,left,u,g,voiced,23,left,1,0.948282003,102,iua
9,left,u,d,voiced,24,left,1,0.831210852,102,iua
6,left,u,d,voiced,25,left,1,0.661052942,102,iua
8,left,u,g,voiced,26,left,1,0.898509979,102,iua
3,left,u,d,voiced,31,right,0,0.946301937,102,iua
4,left,u,d,voiced,33,right,0,1.405598879,102,iua
10,left,u,d,voiced,34,left,1,1.017069101,102,iua
7,left,u,d,voiced,35,left,1,0.881689072,102,iua
1,left,u,g,voiced,36,right,0,0.999217033,102,iua
2,left,a,g,voiced,1,right,0,1.371611118,102,iua
4,left,a,g,voiced,2,right,0,1.691337109,102,iua
7,left,a,g,voiced,4,right,0,1.047508001,102,iua
6,left,a,d,voiced,7,right,0,1.488852978,102,iua
10,left,a,g,voiced,9,left,1,0.999593973,102,iua
8,left,a,d,voiced,13,left,1,1.351223946,102,iua
1,left,a,d,voiced,14,right,0,0.983530045,102,iua
1,left,a,g,voiced,16,right,0,0.898738146,102,iua
10,left,a,d,voiced,18,left,1,1.000417948,102,iua
6,left,a,g,voiced,21,left,1,1.355000019,102,iua
4,left,a,d,voiced,25,left,1,0.796663046,102,iua
9,left,a,g,voiced,26,left,1,1.101063967,102,iua
3,left,a,g,voiced,27,left,1,1.283807993,102,iua
8,left,a,g,voiced,28,left,1,0.847937822,102,iua
7,left,a,d,voiced,29,right,0,0.779721975,102,iua
5,left,a,g,voiced,30,left,1,0.915804863,102,iua
9,left,a,d,voiced,31,left,1,1.219362974,102,iua
5,left,a,d,voiced,32,left,1,1.353466988,102,iua
2,left,a,d,voiced,34,right,0,1.388617992,102,iua
3,left,a,d,voiced,39,right,0,1.067749977,102,iua
3,left,a,d,voiced,0,right,0,2.769682884,103,aui
2,left,a,d,voiced,1,right,0,1.051231146,103,aui
5,left,a,d,voiced,4,right,0,0.94951582,103,aui
4,left,a,g,voiced,6,left,1,0.751266956,103,aui
1,left,a,d,voiced,8,right,0,0.830636978,103,aui
6,left,a,d,voiced,10,right,0,5.643211842,103,aui
8,left,a,d,voiced,12,left,1,0.89772296,103,aui
2,left,a,g,voiced,16,right,0,0.932775021,103,aui
10,left,a,g,voiced,17,left,1,0.979974031,103,aui
3,left,a,g,voiced,20,right,0,1.726438046,103,aui
8,left,a,g,voiced,21,left,1,0.881381989,103,aui
6,left,a,g,voiced,22,left,1,1.118530989,103,aui
1,left,a,g,voiced,23,right,0,1.081356049,103,aui
9,left,a,g,voiced,27,left,1,1.573359013,103,aui
5,left,a,g,voiced,30,left,1,2.654006004,103,aui
7,left,a,d,voiced,31,left,1,1.675039053,103,aui
7,left,a,g,voiced,32,right,0,1.169070005,103,aui
9,left,a,d,voiced,33,left,1,1.117935896,103,aui
4,left,a,d,voiced,35,right,0,3.546041965,103,aui
10,left,a,d,voiced,38,left,1,1.049782991,103,aui
7,left,u,d,voiced,0,left,1,5.811585903,103,aui
4,left,u,g,voiced,3,left,1,0.93206501,103,aui
2,left,u,g,voiced,4,right,0,0.914116859,103,aui
3,left,u,d,voiced,5,right,0,1.067788124,103,aui
3,left,u,g,voiced,10,right,0,1.117910147,103,aui
8,left,u,d,voiced,12,left,1,0.898353815,103,aui
7,left,u,g,voiced,13,right,0,2.178951025,103,aui
10,left,u,g,voiced,14,left,1,0.932687998,103,aui
9,left,u,d,voiced,17,left,1,0.91257906,103,aui
10,left,u,d,voiced,19,left,1,2.570518017,103,aui
4,left,u,d,voiced,22,left,1,3.613765955,103,aui
1,left,u,g,voiced,23,right,0,0.983211994,103,aui
5,left,u,g,voiced,25,right,0,1.421295166,103,aui
1,left,u,d,voiced,26,right,0,1.23667407,103,aui
8,left,u,g,voiced,27,left,1,1.236048937,103,aui
6,left,u,d,voiced,28,right,0,1.168960094,103,aui
9,left,u,g,voiced,29,left,1,2.1142869,103,aui
2,left,u,d,voiced,31,right,0,0.949494123,103,aui
5,left,u,d,voiced,32,right,0,2.738115072,103,aui
6,left,u,g,voiced,38,left,1,1.705692053,103,aui
5,left,i,d,voiced,0,left,1,1.486553907,103,aui
3,left,i,d,voiced,1,right,0,1.000273228,103,aui
2,left,i,g,voiced,3,right,0,0.780275106,103,aui
6,left,i,g,voiced,4,right,0,0.949126005,103,aui
2,left,i,d,voiced,5,right,0,1.523748875,103,aui
4,left,i,d,voiced,9,left,1,0.813961029,103,aui
7,left,i,d,voiced,13,left,1,0.897918224,103,aui
9,left,i,d,voiced,14,left,1,1.067893028,103,aui
3,left,i,g,voiced,15,right,0,1.083346128,103,aui
8,left,i,d,voiced,16,left,1,1.10077405,103,aui
9,left,i,g,voiced,23,left,1,1.084409952,103,aui
6,left,i,d,voiced,25,left,1,0.848429918,103,aui
8,left,i,g,voiced,26,right,0,0.861655951,103,aui
1,left,i,d,voiced,29,left,1,0.966406107,103,aui
5,left,i,g,voiced,30,right,0,3.059401035,103,aui
4,left,i,g,voiced,33,right,0,1.62487793,103,aui
10,left,i,d,voiced,34,left,1,1.050176144,103,aui
1,left,i,g,voiced,35,right,0,1.793076038,103,aui
7,left,i,g,voiced,36,left,1,2.063127041,103,aui
10,left,i,g,voiced,39,left,1,1.756381035,103,aui
9,right,a,g,voiced,1,right,1,1.067189932,104,aui
2,right,a,g,voiced,3,right,1,1.000149965,104,aui
8,right,a,d,voiced,4,right,1,1.469693899,104,aui
8,right,a,g,voiced,9,right,1,0.966409922,104,aui
7,right,a,d,voiced,12,left,0,5.622744083,104,aui
4,right,a,d,voiced,16,left,0,0.915652037,104,aui
6,right,a,g,voiced,17,right,1,0.932027102,104,aui
1,right,a,d,voiced,18,left,0,0.880697966,104,aui
5,right,a,d,voiced,20,left,0,1.404371977,104,aui
1,right,a,g,voiced,21,right,1,0.94629693,104,aui
3,right,a,d,voiced,23,left,0,0.931997061,104,aui
9,right,a,d,voiced,24,right,1,1.269539118,104,aui
5,right,a,g,voiced,25,right,1,1.219472885,104,aui
2,right,a,d,voiced,27,left,0,1.016620874,104,aui
10,right,a,d,voiced,30,right,1,1.016371965,104,aui
4,right,a,g,voiced,31,right,1,0.898535013,104,aui
6,right,a,d,voiced,33,left,0,1.794157028,104,aui
3,right,a,g,voiced,34,right,1,1.033483028,104,aui
10,right,a,g,voiced,38,right,1,1.017161131,104,aui
7,right,a,g,voiced,39,right,1,1.067114115,104,aui
7,right,u,g,voiced,0,right,1,1.385258198,104,aui
1,right,u,d,voiced,2,left,0,0.844887972,104,aui
2,right,u,d,voiced,3,left,0,1.033430099,104,aui
9,right,u,g,voiced,4,right,1,1.186136007,104,aui
3,right,u,d,voiced,5,left,0,0.847038984,104,aui
6,right,u,d,voiced,6,left,0,3.14093709,104,aui
9,right,u,d,voiced,9,left,0,1.962861061,104,aui
6,right,u,g,voiced,11,right,1,1.337663889,104,aui
7,right,u,d,voiced,15,left,0,1.168129921,104,aui
5,right,u,d,voiced,21,left,0,1.624517202,104,aui
10,right,u,d,voiced,25,right,1,1.372166872,104,aui
3,right,u,g,voiced,26,right,1,1.388542175,104,aui
8,right,u,d,voiced,28,left,0,0.89843297,104,aui
10,right,u,g,voiced,29,right,1,1.1319139,104,aui
4,right,u,d,voiced,31,left,0,2.958022833,104,aui
2,right,u,g,voiced,33,left,0,0.946166039,104,aui
1,right,u,g,voiced,34,left,0,0.847777128,104,aui
8,right,u,g,voiced,36,right,1,1.134701014,104,aui
4,right,u,g,voiced,37,right,1,1.320316792,104,aui
5,right,u,g,voiced,39,right,1,1.386962891,104,aui
9,right,i,g,voiced,0,right,1,1.287200928,104,aui
3,right,i,g,voiced,1,right,1,1.286948919,104,aui
1,right,i,d,voiced,9,left,0,1.01631999,104,aui
7,right,i,d,voiced,10,right,1,1.42255497,104,aui
10,right,i,d,voiced,11,right,1,1.860867977,104,aui
4,right,i,g,voiced,13,right,1,1.454933882,104,aui
1,right,i,g,voiced,14,left,0,0.797753096,104,aui
7,right,i,g,voiced,15,right,1,1.202771187,104,aui
2,right,i,g,voiced,16,left,0,1.843116999,104,aui
5,right,i,g,voiced,19,left,0,1.067252159,104,aui
10,right,i,g,voiced,20,right,1,0.966647863,104,aui
8,right,i,g,voiced,23,right,1,1.287470102,104,aui
3,right,i,d,voiced,25,left,0,1.118396997,104,aui
9,right,i,d,voiced,28,right,1,1.015895128,104,aui
6,right,i,d,voiced,30,right,1,1.269697905,104,aui
4,right,i,d,voiced,31,right,1,1.032740116,104,aui
5,right,i,d,voiced,33,right,1,2.636680126,104,aui
6,right,i,g,voiced,35,right,1,0.999495983,104,aui
8,right,i,d,voiced,37,right,1,0.880960941,104,aui
2,right,i,d,voiced,38,right,1,2.332999945,104,aui
8,left,i,d,voiced,0,right,0,2.520627975,105,iau
1,left,i,g,voiced,2,right,0,0.999660015,105,iau
10,left,i,d,voiced,4,left,1,1.353038073,105,iau
8,left,i,g,voiced,6,left,1,1.504850864,105,iau
6,left,i,d,voiced,7,right,0,1.099739075,105,iau
2,left,i,g,voiced,8,right,0,0.779640198,105,iau
9,left,i,d,voiced,10,left,1,1.015266895,105,iau
5,left,i,g,voiced,12,left,1,1.404826164,105,iau
6,left,i,g,voiced,13,left,1,1.184813976,105,iau
3,left,i,g,voiced,16,left,1,1.741415024,105,iau
4,left,i,d,voiced,17,left,1,1.706042051,105,iau
1,left,i,d,voiced,25,right,0,0.914564133,105,iau
7,left,i,d,voiced,26,left,1,1.809300184,105,iau
5,left,i,d,voiced,29,left,1,0.89893198,105,iau
7,left,i,g,voiced,30,left,1,1.404947996,105,iau
4,left,i,g,voiced,31,left,1,1.522876024,105,iau
10,left,i,g,voiced,33,left,1,1.236562967,105,iau
3,left,i,d,voiced,34,left,1,1.168804169,105,iau
2,left,i,d,voiced,35,left,1,1.06712985,105,iau
9,left,i,g,voiced,39,left,1,1.000248909,105,iau
6,left,a,g,voiced,2,left,1,1.658913136,105,iau
5,left,a,g,voiced,7,right,0,0.848262787,105,iau
9,left,a,d,voiced,8,left,1,1.050299883,105,iau
1,left,a,d,voiced,10,right,0,0.983328104,105,iau
10,left,a,d,voiced,11,left,1,1.047508955,105,iau
4,left,a,g,voiced,12,right,0,1.455852032,105,iau
2,left,a,d,voiced,13,right,0,1.304156065,105,iau
10,left,a,g,voiced,14,left,1,1.269800186,105,iau
8,left,a,d,voiced,15,left,1,1.590471983,105,iau
4,left,a,d,voiced,16,left,1,1.100911856,105,iau
9,left,a,g,voiced,19,left,1,1.422248125,105,iau
3,left,a,d,voiced,21,right,0,1.169239044,105,iau
3,left,a,g,voiced,24,right,0,0.983497858,105,iau
2,left,a,g,voiced,28,right,0,1.473280907,105,iau
7,left,a,d,voiced,29,right,0,1.776343822,105,iau
5,left,a,d,voiced,33,left,1,0.897916079,105,iau
8,left,a,g,voiced,34,right,0,1.117298841,105,iau
6,left,a,d,voiced,37,right,0,1.151094913,105,iau
1,left,a,g,voiced,38,right,0,0.966656923,105,iau
7,left,a,g,voiced,39,right,0,0.878677845,105,iau
1,left,u,d,voiced,0,right,0,1.77661705,105,iau
4,left,u,g,voiced,2,left,1,0.865150928,105,iau
2,left,u,d,voiced,3,right,0,0.999249935,105,iau
5,left,u,g,voiced,4,left,1,1.353708029,105,iau
10,left,u,d,voiced,5,left,1,0.948836088,105,iau
3,left,u,d,voiced,8,right,0,1.047509909,105,iau
4,left,u,d,voiced,12,right,0,1.591208935,105,iau
1,left,u,g,voiced,13,right,0,0.864398003,105,iau
9,left,u,g,voiced,14,left,1,1.354082108,105,iau
7,left,u,g,voiced,20,left,1,1.203125,105,iau
6,left,u,d,voiced,21,left,1,1.457035065,105,iau
8,left,u,g,voiced,23,left,1,1.876842976,105,iau
3,left,u,g,voiced,24,left,1,2.114314079,105,iau
8,left,u,d,voiced,25,right,0,1.101477861,105,iau
7,left,u,d,voiced,30,left,1,1.252582073,105,iau
5,left,u,d,voiced,31,right,0,1.151055098,105,iau
10,left,u,g,voiced,32,left,1,1.319986105,105,iau
2,left,u,g,voiced,33,right,0,1.286706924,105,iau
6,left,u,g,voiced,34,left,1,1.878228903,105,iau
9,left,u,d,voiced,35,right,0,1.807254791,105,iau
10,right,i,d,voiced,0,right,1,5.270776987,106,iau
4,right,i,d,voiced,1,right,1,3.748866081,106,iau
9,right,i,d,voiced,2,right,1,2.789518118,106,iau
1,right,i,g,voiced,5,left,0,0.98326993,106,iau
5,right,i,g,voiced,6,left,0,1.843155146,106,iau
8,right,i,g,voiced,10,right,1,1.574365139,106,iau
9,right,i,g,voiced,16,right,1,2.638219118,106,iau
3,right,i,d,voiced,17,left,0,0.898225069,106,iau
10,right,i,g,voiced,19,right,1,1.117508888,106,iau
2,right,i,d,voiced,21,left,0,1.218718052,106,iau
2,right,i,g,voiced,22,left,0,0.932090044,106,iau
7,right,i,d,voiced,27,right,1,1.607269049,106,iau
6,right,i,d,voiced,28,right,1,1.066966057,106,iau
6,right,i,g,voiced,29,right,1,1.21970892,106,iau
1,right,i,d,voiced,31,left,0,1.047616005,106,iau
3,right,i,g,voiced,32,left,0,1.691972017,106,iau
5,right,i,d,voiced,33,left,0,1.135097027,106,iau
4,right,i,g,voiced,35,left,0,1.689222097,106,iau
8,right,i,d,voiced,38,right,1,0.983340979,106,iau
7,right,i,g,voiced,39,right,1,1.962491035,106,iau
6,right,a,d,voiced,2,right,1,1.064193964,106,iau
7,right,a,d,voiced,9,right,1,1.337852955,106,iau
10,right,a,d,voiced,12,right,1,0.882049799,106,iau
5,right,a,g,voiced,13,left,0,1.135335207,106,iau
9,right,a,g,voiced,15,left,0,1.641206026,106,iau
9,right,a,d,voiced,17,right,1,1.168017149,106,iau
3,right,a,g,voiced,20,left,0,1.454905033,106,iau
6,right,a,g,voiced,22,left,0,1.118103027,106,iau
10,right,a,g,voiced,23,left,0,1.218672037,106,iau
8,right,a,d,voiced,24,right,1,0.897285938,106,iau
2,right,a,g,voiced,27,left,0,1.320116043,106,iau
8,right,a,g,voiced,30,right,1,1.219284058,106,iau
2,right,a,d,voiced,31,right,1,1.691158772,106,iau
4,right,a,d,voiced,33,right,1,1.709528208,106,iau
1,right,a,d,voiced,34,left,0,0.982722044,106,iau
3,right,a,d,voiced,35,left,0,1.067086935,106,iau
5,right,a,d,voiced,36,left,0,1.06688714,106,iau
4,right,a,g,voiced,37,left,0,1.337437153,106,iau
1,right,a,g,voiced,38,left,0,0.980231047,106,iau
7,right,a,g,voiced,39,left,0,1.270510912,106,iau
3,right,u,g,voiced,1,left,0,1.353735924,106,iau
8,right,u,d,voiced,2,right,1,1.067664146,106,iau
8,right,u,g,voiced,3,right,1,1.4210639,106,iau
6,right,u,d,voiced,4,right,1,1.438971043,106,iau
10,right,u,g,voiced,9,right,1,1.16563201,106,iau
2,right,u,d,voiced,10,left,0,1.385284901,106,iau
7,right,u,g,voiced,11,right,1,1.151149988,106,iau
6,right,u,g,voiced,15,right,1,1.252830982,106,iau
9,right,u,d,voiced,18,right,1,1.435770988,106,iau
7,right,u,d,voiced,20,left,0,1.203056097,106,iau
3,right,u,d,voiced,22,left,0,1.100670099,106,iau
1,right,u,g,voiced,25,left,0,1.404127836,106,iau
4,right,u,g,voiced,26,left,0,1.168075085,106,iau
4,right,u,d,voiced,27,left,0,1.320971012,106,iau
2,right,u,g,voiced,30,left,0,1.266808987,106,iau
1,right,u,d,voiced,33,left,0,1.218980074,106,iau
9,right,u,g,voiced,35,right,1,1.084693909,106,iau
5,right,u,g,voiced,36,right,1,1.016024113,106,iau
5,right,u,d,voiced,37,left,0,1.199323893,106,iau
10,right,u,d,voiced,39,right,1,1.218939066,106,iau
7,left,u,d,voiced,0,left,1,7.685297012,107,uai
4,left,u,d,voiced,1,left,1,3.951591969,107,uai
3,left,u,d,voiced,2,right,0,1.927788973,107,uai
6,left,u,g,voiced,5,right,0,1.266821146,107,uai
1,left,u,d,voiced,6,right,0,0.99914217,107,uai
2,left,u,d,voiced,9,right,0,0.915076971,107,uai
5,left,u,g,voiced,11,left,1,0.965230942,107,uai
3,left,u,g,voiced,12,left,1,1.456008911,107,uai
2,left,u,g,voiced,15,left,1,1.454977989,107,uai
8,left,u,d,voiced,22,left,1,1.452733994,107,uai
4,left,u,g,voiced,26,left,1,1.202209949,107,uai
6,left,u,d,voiced,27,left,1,1.067287922,107,uai
9,left,u,d,voiced,28,left,1,0.966451883,107,uai
5,left,u,d,voiced,30,left,1,0.863966942,107,uai
10,left,u,g,voiced,31,right,0,1.641407967,107,uai
8,left,u,g,voiced,33,left,1,1.776684046,107,uai
9,left,u,g,voiced,34,left,1,1.167752981,107,uai
1,left,u,g,voiced,35,left,1,1.370641947,107,uai
7,left,u,g,voiced,38,left,1,1.43908596,107,uai
10,left,u,d,voiced,39,left,1,2.080317974,107,uai
5,left,a,d,voiced,0,right,0,1.066739082,107,uai
5,left,a,g,voiced,1,right,0,0.814666033,107,uai
2,left,a,d,voiced,2,right,0,0.780363083,107,uai
7,left,a,d,voiced,3,right,0,0.811044931,107,uai
1,left,a,d,voiced,5,right,0,0.966551065,107,uai
7,left,a,g,voiced,7,right,0,0.982631922,107,uai
2,left,a,g,voiced,8,right,0,0.675928116,107,uai
4,left,a,g,voiced,9,right,0,0.760556936,107,uai
8,left,a,g,voiced,10,right,0,0.847131968,107,uai
6,left,a,g,voiced,11,right,0,0.847073078,107,uai
10,left,a,g,voiced,14,left,1,0.898616076,107,uai
3,left,a,d,voiced,15,right,0,1.084508181,107,uai
4,left,a,d,voiced,23,right,0,1.050486803,107,uai
9,left,a,g,voiced,24,left,1,0.949335098,107,uai
6,left,a,d,voiced,25,right,0,0.828022003,107,uai
3,left,a,g,voiced,28,right,0,0.847142935,107,uai
1,left,a,g,voiced,32,right,0,0.914218903,107,uai
10,left,a,d,voiced,34,right,0,0.98360014,107,uai
8,left,a,d,voiced,36,right,0,2.080646992,107,uai
9,left,a,d,voiced,37,left,1,2.722273111,107,uai
10,left,i,d,voiced,1,right,0,2.012255192,107,uai
3,left,i,g,voiced,4,right,0,0.881083012,107,uai
4,left,i,g,voiced,5,right,0,1.152549028,107,uai
10,left,i,g,voiced,6,left,1,1.269292831,107,uai
2,left,i,d,voiced,12,left,1,0.814284086,107,uai
5,left,i,d,voiced,13,right,0,1.168951035,107,uai
4,left,i,d,voiced,15,right,0,0.929162025,107,uai
3,left,i,d,voiced,17,right,0,0.828037024,107,uai
8,left,i,g,voiced,18,right,0,0.932773829,107,uai
7,left,i,g,voiced,20,left,1,1.388232946,107,uai
9,left,i,d,voiced,21,left,1,0.999176025,107,uai
7,left,i,d,voiced,23,left,1,0.780800104,107,uai
5,left,i,g,voiced,24,left,1,1.049790859,107,uai
1,left,i,g,voiced,25,left,1,1.492040873,107,uai
2,left,i,g,voiced,27,right,0,1.032842159,107,uai
6,left,i,d,voiced,29,left,1,1.94492197,107,uai
