durationstep,LongKey,vowel,SpecificOrigCoda,OrigCoda,trial,response,Longresps,responsetime,participant,order
6,left,a,t,voiceless,29,right,0,1.59056592,115,aui
2,left,a,k,voiceless,31,right,0,3.734939814,115,aui
5,left,a,t,voiceless,33,right,0,2.047180891,115,aui
4,left,a,t,voiceless,35,right,0,1.995352983,115,aui
3,left,a,k,voiceless,38,right,0,1.776007891,115,aui
9,left,a,k,voiceless,39,left,1,1.219634056,115,aui
10,left,u,t,voiceless,0,left,1,4.474820852,115,aui
4,left,u,k,voiceless,2,right,0,1.844618082,115,aui
6,left,u,t,voiceless,3,left,1,1.554116011,115,aui
2,left,u,t,voiceless,6,right,0,1.489747047,115,aui
6,left,u,k,voiceless,9,left,1,4.342603922,115,aui
8,left,u,k,voiceless,10,left,1,0.999768972,115,aui
8,left,u,t,voiceless,13,left,1,0.98249507,115,aui
3,left,u,k,voiceless,14,right,0,11.31571603,115,aui
5,left,u,k,voiceless,19,right,0,1.472923994,115,aui
9,left,u,k,voiceless,20,right,0,1.455713987,115,aui
3,left,u,t,voiceless,23,right,0,5.490875006,115,aui
7,left,u,k,voiceless,25,right,0,1.520088911,115,aui
9,left,u,t,voiceless,28,right,0,1.354366064,115,aui
5,left,u,t,voiceless,29,right,0,1.152193069,115,aui
2,left,u,k,voiceless,30,right,0,1.152090073,115,aui
7,left,u,t,voiceless,31,left,1,1.96222806,115,aui
4,left,u,t,voiceless,32,left,1,0.982193947,115,aui
1,left,u,t,voiceless,35,right,0,2.081007004,115,aui
1,left,u,k,voiceless,38,right,0,8.613878965,115,aui
10,left,u,k,voiceless,39,right,0,2.924787045,115,aui
1,left,i,t,voiceless,0,left,1,3.312609911,115,aui
1,left,i,k,voiceless,1,left,1,1.269734144,115,aui
3,left,i,t,voiceless,2,right,0,1.827194214,115,aui
3,left,i,k,voiceless,3,left,1,4.899509907,115,aui
4,left,i,t,voiceless,4,left,1,1.624392986,115,aui
9,left,i,t,voiceless,5,left,1,1.506826878,115,aui
2,left,i,k,voiceless,8,right,0,1.117780924,115,aui
4,left,i,k,voiceless,9,right,0,1.148876905,115,aui
5,left,i,t,voiceless,10,left,1,2.789047003,115,aui
10,left,i,t,voiceless,11,left,1,1.454927921,115,aui
6,left,i,k,voiceless,12,right,0,1.030443907,115,aui
8,left,i,k,voiceless,16,left,1,1.219266891,115,aui
5,left,i,k,voiceless,21,left,1,1.304022074,115,aui
7,left,i,k,voiceless,24,left,1,3.448301077,115,aui
9,left,i,k,voiceless,25,left,1,1.06773901,115,aui
8,left,i,t,voiceless,26,right,0,0.881621122,115,aui
10,left,i,k,voiceless,28,left,1,1.691606998,115,aui
2,left,i,t,voiceless,31,left,1,4.846510172,115,aui
6,left,i,t,voiceless,32,left,1,2.991875887,115,aui
7,left,i,t,voiceless,37,right,0,1.388545036,115,aui
2,left,u,t,voiceless,0,right,0,5.121320963,116,uai
8,left,u,k,voiceless,3,left,1,1.134344816,116,uai
9,left,u,k,voiceless,6,left,1,0.89846611,116,uai
8,left,u,t,voiceless,10,left,1,1.101047039,116,uai
4,left,u,t,voiceless,13,left,1,1.067717075,116,uai
10,left,u,k,voiceless,17,left,1,0.865317822,116,uai
4,left,u,k,voiceless,19,left,1,0.72678113,116,uai
2,left,u,k,voiceless,20,right,0,0.746636868,116,uai
1,left,u,t,voiceless,21,left,1,2.571607113,116,uai
6,left,u,k,voiceless,22,left,1,1.843249083,116,uai
3,left,u,k,voiceless,23,right,0,1.134208202,116,uai
1,left,u,k,voiceless,24,right,0,0.709691048,116,uai
10,left,u,t,voiceless,27,left,1,0.965692997,116,uai
7,left,u,t,voiceless,29,left,1,1.098213196,116,uai
7,left,u,k,voiceless,31,left,1,3.717566013,116,uai
6,left,u,t,voiceless,35,left,1,0.89793396,116,uai
5,left,u,k,voiceless,36,right,0,1.033869982,116,uai
9,left,u,t,voiceless,37,left,1,0.864573956,116,uai
5,left,u,t,voiceless,38,left,1,0.814457178,116,uai
3,left,u,t,voiceless,39,left,1,0.87865901,116,uai
10,left,a,t,voiceless,0,left,1,4.83190608,116,uai
1,left,a,t,voiceless,5,right,0,0.880652905,116,uai
8,left,a,t,voiceless,6,left,1,0.796529055,116,uai
7,left,a,k,voiceless,9,left,1,1.134901047,116,uai
2,left,a,t,voiceless,10,left,1,2.330360889,116,uai
1,left,a,k,voiceless,12,right,0,1.202348948,116,uai
3,left,a,t,voiceless,14,left,1,2.080798864,116,uai
4,left,a,k,voiceless,17,left,1,0.794353962,116,uai
4,left,a,t,voiceless,19,left,1,0.831419945,116,uai
5,left,a,t,voiceless,21,left,1,0.997295141,116,uai
3,left,a,k,voiceless,22,left,1,1.790213823,116,uai
6,left,a,k,voiceless,24,left,1,0.931602001,116,uai
9,left,a,t,voiceless,25,left,1,1.000267982,116,uai
10,left,a,k,voiceless,26,left,1,0.84752202,116,uai
5,left,a,k,voiceless,29,left,1,0.77997303,116,uai
6,left,a,t,voiceless,31,left,1,0.729441881,116,uai
9,left,a,k,voiceless,32,left,1,0.847523928,116,uai
7,left,a,t,voiceless,33,left,1,1.100481987,116,uai
2,left,a,k,voiceless,36,right,0,1.000247955,116,uai
8,left,a,k,voiceless,37,left,1,1.13201499,116,uai
2,left,i,t,voiceless,5,right,0,0.982956886,116,uai
2,left,i,k,voiceless,7,right,0,0.96578598,116,uai
1,left,i,t,voiceless,13,right,0,1.016438961,116,uai
5,left,i,k,voiceless,14,left,1,0.847955942,116,uai
1,left,i,k,voiceless,16,right,0,0.827877045,116,uai
3,left,i,t,voiceless,18,left,1,0.91219902,116,uai
6,left,i,k,voiceless,20,left,1,1.051089048,116,uai
6,left,i,t,voiceless,21,left,1,0.779842854,116,uai
9,left,i,k,voiceless,24,left,1,0.949165106,116,uai
4,left,i,k,voiceless,26,left,1,0.847840071,116,uai
8,left,i,t,voiceless,27,left,1,0.915675163,116,uai
9,left,i,t,voiceless,28,left,1,0.848052979,116,uai
7,left,i,k,voiceless,29,left,1,0.881307125,116,uai
8,left,i,k,voiceless,32,left,1,0.846997976,116,uai
5,left,i,t,voiceless,33,left,1,1.135279894,116,uai
7,left,i,t,voiceless,34,left,1,0.661762953,116,uai
10,left,i,t,voiceless,36,left,1,1.1522789,116,uai
4,left,i,t,voiceless,37,left,1,1.033948898,116,uai
3,left,i,k,voiceless,38,right,0,1.066736937,116,uai
10,left,i,k,voiceless,39,left,1,0.831384897,116,uai
8,left,i,k,voiceless,1,left,1,2.671760082,117,iau
7,left,i,t,voiceless,7,left,1,1.435986996,117,iau
5,left,i,k,voiceless,8,left,1,1.775661945,117,iau
9,left,i,k,voiceless,9,left,1,1.047497988,117,iau
6,left,i,k,voiceless,10,left,1,0.915211916,117,iau
10,left,i,k,voiceless,11,left,1,0.948740005,117,iau
3,left,i,k,voiceless,12,right,0,1.455646992,117,iau
1,left,i,t,voiceless,13,right,0,0.999829054,117,iau
4,left,i,k,voiceless,15,right,0,1.287345886,117,iau
6,left,i,t,voiceless,17,right,0,0.929324865,117,iau
10,left,i,t,voiceless,19,left,1,1.252291918,117,iau
5,left,i,t,voiceless,23,right,0,1.439232111,117,iau
4,left,i,t,voiceless,25,right,0,1.050715923,117,iau
2,left,i,k,voiceless,27,right,0,1.118417978,117,iau
2,left,i,t,voiceless,28,right,0,1.202829123,117,iau
3,left,i,t,voiceless,29,right,0,0.962922812,117,iau
7,left,i,k,voiceless,31,left,1,1.844030857,117,iau
8,left,i,t,voiceless,34,left,1,1.186200142,117,iau
9,left,i,t,voiceless,35,left,1,0.996899128,117,iau
1,left,i,k,voiceless,39,right,0,1.219573975,117,iau
7,left,a,t,voiceless,2,right,0,2.671149969,117,iau
8,left,a,k,voiceless,3,right,0,1.219624996,117,iau
3,left,a,k,voiceless,5,right,0,1.219782829,117,iau
5,left,a,k,voiceless,7,right,0,0.983937025,117,iau
9,left,a,k,voiceless,10,right,0,0.963174105,117,iau
7,left,a,k,voiceless,15,right,0,0.915078878,117,iau
10,left,a,t,voiceless,16,left,1,1.536996126,117,iau
1,left,a,k,voiceless,17,right,0,1.000244856,117,iau
2,left,a,t,voiceless,19,right,0,0.91574192,117,iau
6,left,a,t,voiceless,20,left,1,2.671727896,117,iau
1,left,a,t,voiceless,21,right,0,0.983421087,117,iau
2,left,a,k,voiceless,22,right,0,1.152374029,117,iau
6,left,a,k,voiceless,25,right,0,1.034022808,117,iau
4,left,a,t,voiceless,28,right,0,1.726485968,117,iau
4,left,a,k,voiceless,29,right,0,1.013772011,117,iau
10,left,a,k,voiceless,33,left,1,1.168472052,117,iau
3,left,a,t,voiceless,35,right,0,3.262625933,117,iau
9,left,a,t,voiceless,36,left,1,1.758835077,117,iau
8,left,a,t,voiceless,37,left,1,1.168570042,117,iau
5,left,a,t,voiceless,39,left,1,1.000264883,117,iau
10,left,u,k,voiceless,1,right,0,1.570852995,117,iau
8,left,u,k,voiceless,3,right,0,0.898401976,117,iau
5,left,u,k,voiceless,7,right,0,0.8312819,117,iau
2,left,u,k,voiceless,8,right,0,2.233144999,117,iau
7,left,u,t,voiceless,10,left,1,1.388088942,117,iau
6,left,u,t,voiceless,13,left,1,1.691362858,117,iau
10,left,u,t,voiceless,14,left,1,1.084805965,117,iau
7,left,u,k,voiceless,15,right,0,1.7754879,117,iau
6,left,u,k,voiceless,17,right,0,1.185853004,117,iau
9,left,u,k,voiceless,21,right,0,1.084053993,117,iau
3,left,u,k,voiceless,23,left,1,4.681128979,117,iau
5,left,u,t,voiceless,24,left,1,1.067459106,117,iau
4,left,u,k,voiceless,26,right,0,1.00027895,117,iau
4,left,u,t,voiceless,28,right,0,1.152245045,117,iau
1,left,u,k,voiceless,29,right,0,1.402080059,117,iau
2,left,u,t,voiceless,30,right,0,1.185508966,117,iau
3,left,u,t,voiceless,32,left,1,1.655450106,117,iau
1,left,u,t,voiceless,35,right,0,1.016626835,117,iau
9,left,u,t,voiceless,37,left,1,1.286754847,117,iau
8,left,u,t,voiceless,38,left,1,1.033897877,117,iau
3,left,i,t,voiceless,1,right,0,0.88162303,118,iua
3,left,i,k,voiceless,3,right,0,0.949587107,118,iua
10,left,i,k,voiceless,9,left,1,0.847164154,118,iua
8,left,i,t,voiceless,10,left,1,1.016371965,118,iua
2,left,i,k,voiceless,11,left,1,0.696063995,118,iua
2,left,i,t,voiceless,13,left,1,1.55738306,118,iua
4,left,i,k,voiceless,15,left,1,1.337134123,118,iua
1,left,i,k,voiceless,17,right,0,0.831375122,118,iua
6,left,i,k,voiceless,19,left,1,0.796360016,118,iua
7,left,i,k,voiceless,20,left,1,1.066802979,118,iua
9,left,i,t,voiceless,21,left,1,1.321254015,118,iua
1,left,i,t,voiceless,22,right,0,0.915940046,118,iua
5,left,i,t,voiceless,27,right,0,1.219776869,118,iua
5,left,i,k,voiceless,30,left,1,1.084291935,118,iua
7,left,i,t,voiceless,33,left,1,1.100411892,118,iua
10,left,i,t,voiceless,34,left,1,0.999443054,118,iua
8,left,i,k,voiceless,36,left,1,1.131719828,118,iua
9,left,i,k,voiceless,37,left,1,1.083634138,118,iua
6,left,i,t,voiceless,38,left,1,1.486635923,118,iua
4,left,i,t,voiceless,39,right,0,0.895343065,118,iua
8,left,u,t,voiceless,0,right,0,1.030431986,118,iua
2,left,u,t,voiceless,1,right,0,1.084233999,118,iua
5,left,u,k,voiceless,2,right,0,1.067013025,118,iua
10,left,u,k,voiceless,3,right,0,1.658740997,118,iua
1,left,u,t,voiceless,5,right,0,0.881529093,118,iua
6,left,u,k,voiceless,6,right,0,1.081415892,118,iua
7,left,u,k,voiceless,7,right,0,1.775794983,118,iua
3,left,u,t,voiceless,11,right,0,0.882444143,118,iua
6,left,u,t,voiceless,15,right,0,0.865164995,118,iua
4,left,u,k,voiceless,16,right,0,0.962799072,118,iua
10,left,u,t,voiceless,17,left,1,0.831049919,118,iua
9,left,u,k,voiceless,21,left,1,0.932790041,118,iua
3,left,u,k,voiceless,24,right,0,0.89570713,118,iua
8,left,u,k,voiceless,25,right,0,1.033286095,118,iua
9,left,u,t,voiceless,27,left,1,1.013799906,118,iua
2,left,u,k,voiceless,30,right,0,0.979943037,118,iua
1,left,u,k,voiceless,32,right,0,0.847241163,118,iua
4,left,u,t,voiceless,35,left,1,1.608031034,118,iua
7,left,u,t,voiceless,38,left,1,0.965463877,118,iua
5,left,u,t,voiceless,39,left,1,1.168655157,118,iua
7,left,a,t,voiceless,1,right,0,1.45283699,118,iua
3,left,a,k,voiceless,3,right,0,0.813428879,118,iua
1,left,a,t,voiceless,4,right,0,0.831295013,118,iua
9,left,a,t,voiceless,7,left,1,1.236588001,118,iua
10,left,a,k,voiceless,11,left,1,0.743229151,118,iua
5,left,a,t,voiceless,13,left,1,1.320052862,118,iua
2,left,a,t,voiceless,14,right,0,0.932626963,118,iua
10,left,a,t,voiceless,15,left,1,1.013646126,118,iua
9,left,a,k,voiceless,19,left,1,0.996785879,118,iua
8,left,a,k,voiceless,22,left,1,2.231670141,118,iua
4,left,a,k,voiceless,23,right,0,0.91503191,118,iua
6,left,a,t,voiceless,24,right,0,2.873353958,118,iua
1,left,a,k,voiceless,25,right,0,0.898332119,118,iua
3,left,a,t,voiceless,26,right,0,0.847977877,118,iua
5,left,a,k,voiceless,27,right,0,0.813535929,118,iua
4,left,a,t,voiceless,28,right,0,1.236057043,118,iua
8,left,a,t,voiceless,33,left,1,1.184965134,118,iua
2,left,a,k,voiceless,35,right,0,0.897553921,118,iua
7,left,a,k,voiceless,36,right,0,0.712402105,118,iua
6,left,a,k,voiceless,37,left,1,1.33812499,118,iua
5,right,u,t,voiceless,1,right,1,2.400816917,120,uia
1,right,u,t,voiceless,5,left,0,2.234210968,120,uia
1,right,u,k,voiceless,8,left,0,1.573364019,120,uia
9,right,u,k,voiceless,9,right,1,1.979177952,120,uia
3,right,u,t,voiceless,11,left,0,1.65782094,120,uia
5,right,u,k,voiceless,13,right,1,1.640450954,120,uia
10,right,u,k,voiceless,14,right,1,1.760088205,120,uia
9,right,u,t,voiceless,16,left,0,2.63431716,120,uia
7,right,u,t,voiceless,19,right,1,1.219632864,120,uia
8,right,u,t,voiceless,20,right,1,1.435619116,120,uia
6,right,u,t,voiceless,21,left,0,1.083155155,120,uia
3,right,u,k,voiceless,22,left,0,1.590670824,120,uia
4,right,u,t,voiceless,23,left,0,1.67574501,120,uia
8,right,u,k,voiceless,24,right,1,1.134722948,120,uia
7,right,u,k,voiceless,25,left,0,1.168401957,120,uia
6,right,u,k,voiceless,26,left,0,1.925405025,120,uia
2,right,u,t,voiceless,27,left,0,2.368124962,120,uia
4,right,u,k,voiceless,30,left,0,1.675967932,120,uia
2,right,u,k,voiceless,32,left,0,1.809676886,120,uia
10,right,u,t,voiceless,34,right,1,1.45261693,120,uia
9,right,i,k,voiceless,0,left,0,3.546066999,120,uia
4,right,i,t,voiceless,1,left,0,1.505548954,120,uia
5,right,i,t,voiceless,6,right,1,1.203331232,120,uia
3,right,i,t,voiceless,7,left,0,1.472523928,120,uia
4,right,i,k,voiceless,9,left,0,1.695202827,120,uia
6,right,i,t,voiceless,12,right,1,2.482663155,120,uia
7,right,i,t,voiceless,13,right,1,1.975893021,120,uia
2,right,i,k,voiceless,14,left,0,1.840666056,120,uia
1,right,i,t,voiceless,17,left,0,1.843282938,120,uia
7,right,i,k,voiceless,18,left,0,1.944027185,120,uia
8,right,i,k,voiceless,20,left,0,1.859933138,120,uia
2,right,i,t,voiceless,22,left,0,2.183065891,120,uia
1,right,i,k,voiceless,23,left,0,2.857215881,120,uia
10,right,i,k,voiceless,24,right,1,1.590636969,120,uia
6,right,i,k,voiceless,25,left,0,1.456061125,120,uia
5,right,i,k,voiceless,27,left,0,1.422171831,120,uia
3,right,i,k,voiceless,28,left,0,1.624634027,120,uia
9,right,i,t,voiceless,32,right,1,1.574331999,120,uia
10,right,i,t,voiceless,34,right,1,1.354468107,120,uia
8,right,i,t,voiceless,38,right,1,1.080913067,120,uia
2,right,a,k,voiceless,1,left,0,1.573781967,120,uia
2,right,a,t,voiceless,2,right,1,1.488340855,120,uia
8,right,a,k,voiceless,5,left,0,2.045234203,120,uia
7,right,a,t,voiceless,6,right,1,2.198029041,120,uia
10,right,a,t,voiceless,9,right,1,1.606606007,120,uia
1,right,a,k,voiceless,12,left,0,2.400477886,120,uia
10,right,a,k,voiceless,13,right,1,4.001960993,120,uia
4,right,a,k,voiceless,15,left,0,2.080919981,120,uia
3,right,a,t,voiceless,18,left,0,1.284030199,120,uia
5,right,a,k,voiceless,19,right,1,1.776818991,120,uia
9,right,a,t,voiceless,21,left,0,2.401587963,120,uia
3,right,a,k,voiceless,23,left,0,2.651590824,120,uia
6,right,a,k,voiceless,24,left,0,1.486518145,120,uia
1,right,a,t,voiceless,25,right,1,1.368309975,120,uia
8,right,a,t,voiceless,26,right,1,1.488862038,120,uia
4,right,a,t,voiceless,31,right,1,1.287200928,120,uia
5,right,a,t,voiceless,32,left,0,2.181088924,120,uia
9,right,a,k,voiceless,33,right,1,1.368341923,120,uia
6,right,a,t,voiceless,35,left,0,2.332954884,120,uia
7,right,a,k,voiceless,36,left,0,3.819957972,120,uia
3,right,a,k,voiceless,0,left,0,6.621676922,128,aiu
1,right,a,t,voiceless,1,left,0,3.819630146,128,aiu
3,right,a,t,voiceless,3,left,0,1.539359093,128,aiu
8,right,a,k,voiceless,6,left,0,1.405666113,128,aiu
6,right,a,t,voiceless,7,left,0,1.303776026,128,aiu
9,right,a,t,voiceless,9,right,1,0.745954037,128,aiu
5,right,a,k,voiceless,10,right,1,1.506747007,128,aiu
1,right,a,k,voiceless,12,left,0,1.04995203,128,aiu
8,right,a,t,voiceless,13,right,1,0.797849894,128,aiu
7,right,a,k,voiceless,15,right,1,1.233217001,128,aiu
2,right,a,t,voiceless,16,left,0,0.880968094,128,aiu
4,right,a,t,voiceless,21,left,0,2.40061307,128,aiu
10,right,a,t,voiceless,22,right,1,0.966494083,128,aiu
5,right,a,t,voiceless,24,left,0,1.387802839,128,aiu
2,right,a,k,voiceless,26,left,0,2.046025991,128,aiu
9,right,a,k,voiceless,27,right,1,1.032909155,128,aiu
6,right,a,k,voiceless,29,left,0,2.955206156,128,aiu
10,right,a,k,voiceless,31,right,1,2.130255938,128,aiu
4,right,a,k,voiceless,32,right,1,2.418689013,128,aiu
7,right,a,t,voiceless,37,right,1,2.013375998,128,aiu
8,right,i,t,voiceless,3,right,1,0.949460983,128,aiu
9,right,i,k,voiceless,5,right,1,1.033611059,128,aiu
5,right,i,t,voiceless,9,left,0,1.961492062,128,aiu
1,right,i,t,voiceless,10,left,0,3.563196898,128,aiu
2,right,i,t,voiceless,11,left,0,2.197728872,128,aiu
9,right,i,t,voiceless,12,right,1,1.435913086,128,aiu
1,right,i,k,voiceless,13,left,0,1.857654095,128,aiu
6,right,i,k,voiceless,14,left,0,1.40469408,128,aiu
3,right,i,k,voiceless,15,left,0,1.100538015,128,aiu
7,right,i,k,voiceless,16,left,0,1.641861916,128,aiu
6,right,i,t,voiceless,17,right,1,1.101237059,128,aiu
2,right,i,k,voiceless,19,left,0,1.115073919,128,aiu
3,right,i,t,voiceless,20,left,0,1.641810179,128,aiu
8,right,i,k,voiceless,21,right,1,0.915173054,128,aiu
4,right,i,t,voiceless,22,left,0,1.168648005,128,aiu
10,right,i,t,voiceless,26,right,1,3.144488096,128,aiu
5,right,i,k,voiceless,27,right,1,3.225589037,128,aiu
10,right,i,k,voiceless,28,right,1,1.186177969,128,aiu
7,right,i,t,voiceless,32,right,1,1.050046921,128,aiu
4,right,i,k,voiceless,34,left,0,2.114558935,128,aiu
6,right,u,t,voiceless,1,left,0,2.094419956,128,aiu
10,right,u,t,voiceless,5,right,1,1.049796104,128,aiu
5,right,u,k,voiceless,7,left,0,1.353847027,128,aiu
6,right,u,k,voiceless,8,left,0,1.895807028,128,aiu
9,right,u,k,voiceless,16,left,0,1.339161158,128,aiu
3,right,u,t,voiceless,17,left,0,1.117817879,128,aiu
8,right,u,t,voiceless,18,left,0,1.840993881,128,aiu
4,right,u,k,voiceless,19,left,0,1.437499046,128,aiu
1,right,u,t,voiceless,21,left,0,1.067314148,128,aiu
2,right,u,t,voiceless,24,left,0,1.658514977,128,aiu
2,right,u,k,voiceless,26,left,0,1.404698849,128,aiu
7,right,u,t,voiceless,27,right,1,1.170730829,128,aiu
1,right,u,k,voiceless,31,left,0,1.199455023,128,aiu
8,right,u,k,voiceless,33,right,1,1.236934185,128,aiu
7,right,u,k,voiceless,34,right,1,1.807244062,128,aiu
5,right,u,t,voiceless,35,left,0,1.101006031,128,aiu
9,right,u,t,voiceless,36,left,0,1.607093096,128,aiu
3,right,u,k,voiceless,37,left,0,1.134327173,128,aiu
10,right,u,k,voiceless,38,right,1,1.908354998,128,aiu
4,right,u,t,voiceless,39,left,0,0.949278116,128,aiu
10,right,a,k,voiceless,0,right,1,1.675529003,122,aui
2,right,a,t,voiceless,1,left,0,2.081183195,122,aui
9,right,a,t,voiceless,3,right,1,1.928231001,122,aui
8,right,a,k,voiceless,4,right,1,3.715070009,122,aui
7,right,a,t,voiceless,5,right,1,2.974827051,122,aui
4,right,a,t,voiceless,11,left,0,2.434158087,122,aui
3,right,a,k,voiceless,12,left,0,5.879397869,122,aui
4,right,a,k,voiceless,15,right,1,5.405191898,122,aui
8,right,a,t,voiceless,18,right,1,2.654422045,122,aui
1,right,a,t,voiceless,21,left,0,2.249675035,122,aui
10,right,a,t,voiceless,23,right,1,3.279100895,122,aui
6,right,a,t,voiceless,24,right,1,2.973967075,122,aui
2,right,a,k,voiceless,25,left,0,2.349066973,122,aui
9,right,a,k,voiceless,27,right,1,3.059617043,122,aui
5,right,a,k,voiceless,28,left,0,3.075734854,122,aui
5,right,a,t,voiceless,29,left,0,3.869757175,122,aui
6,right,a,k,voiceless,31,left,0,4.713744164,122,aui
3,right,a,t,voiceless,33,left,0,1.591144085,122,aui
7,right,a,k,voiceless,34,right,1,4.46074605,122,aui
1,right,a,k,voiceless,38,left,0,2.552811146,122,aui
8,right,u,k,voiceless,5,right,1,2.63684988,122,aui
3,right,u,t,voiceless,6,left,0,4.899117947,122,aui
3,right,u,k,voiceless,7,left,0,1.556123018,122,aui
7,right,u,t,voiceless,10,right,1,3.802278996,122,aui
9,right,u,k,voiceless,12,right,1,1.810697079,122,aui
5,right,u,k,voiceless,15,left,0,2.229645014,122,aui
4,right,u,t,voiceless,16,left,0,5.72416687,122,aui
9,right,u,t,voiceless,18,right,1,1.286870003,122,aui
10,right,u,t,voiceless,19,right,1,1.63835597,122,aui
4,right,u,k,voiceless,20,left,0,2.890630007,122,aui
6,right,u,k,voiceless,21,left,0,3.617246151,122,aui
6,right,u,t,voiceless,25,right,1,2.637001038,122,aui
10,right,u,k,voiceless,26,right,1,2.063903093,122,aui
8,right,u,t,voiceless,29,right,1,2.060574055,122,aui
5,right,u,t,voiceless,31,right,1,1.674890041,122,aui
2,right,u,k,voiceless,32,left,0,1.709358931,122,aui
2,right,u,t,voiceless,33,left,0,1.405524015,122,aui
1,right,u,k,voiceless,36,left,0,1.725433111,122,aui
1,right,u,t,voiceless,37,left,0,1.726319075,122,aui
7,right,u,k,voiceless,38,right,1,2.823153019,122,aui
8,right,i,t,voiceless,1,right,1,1.18493104,122,aui
7,right,i,t,voiceless,2,right,1,1.992857933,122,aui
2,right,i,t,voiceless,5,left,0,1.59010005,122,aui
3,right,i,k,voiceless,6,left,0,2.14746809,122,aui
9,right,i,k,voiceless,8,right,1,2.215817928,122,aui
5,right,i,t,voiceless,9,left,0,3.092798948,122,aui
4,right,i,k,voiceless,10,left,0,2.856431961,122,aui
10,right,i,t,voiceless,12,right,1,2.400959015,122,aui
1,right,i,k,voiceless,13,left,0,2.434309006,122,aui
4,right,i,t,voiceless,17,left,0,1.841166973,122,aui
2,right,i,k,voiceless,20,left,0,4.208498955,122,aui
6,right,i,k,voiceless,21,right,1,5.033904076,122,aui
1,right,i,t,voiceless,25,left,0,2.14723587,122,aui
9,right,i,t,voiceless,28,right,1,1.63854599,122,aui
8,right,i,k,voiceless,29,right,1,2.856350183,122,aui
7,right,i,k,voiceless,31,left,0,2.60056591,122,aui
5,right,i,k,voiceless,33,left,0,1.94502306,122,aui
3,right,i,t,voiceless,36,left,0,1.6082201,122,aui
6,right,i,t,voiceless,37,right,1,3.127736092,122,aui
10,right,i,k,voiceless,39,right,1,1.591251135,122,aui
2,right,i,k,voiceless,4,left,0,1.168871164,123,iau
2,right,i,t,voiceless,6,left,0,1.472403049,123,iau
7,right,i,k,voiceless,8,right,1,1.489178181,123,iau
1,right,i,k,voiceless,13,left,0,1.522784948,123,iau
5,right,i,k,voiceless,14,left,0,1.590264082,123,iau
8,right,i,k,voiceless,15,right,1,1.016479015,123,iau
8,right,i,t,voiceless,16,right,1,1.402473927,123,iau
6,right,i,t,voiceless,18,right,1,1.385065794,123,iau
4,right,i,k,voiceless,19,left,0,1.269688845,123,iau
3,right,i,k,voiceless,20,left,0,1.084172964,123,iau
9,right,i,k,voiceless,21,right,1,1.456182957,123,iau
10,right,i,k,voiceless,22,right,1,1.455628872,123,iau
7,right,i,t,voiceless,23,left,0,1.621362925,123,iau
3,right,i,t,voiceless,24,left,0,1.57374692,123,iau
1,right,i,t,voiceless,27,left,0,1.269775867,123,iau
4,right,i,t,voiceless,30,left,0,1.573334932,123,iau
9,right,i,t,voiceless,31,right,1,1.201851845,123,iau
10,right,i,t,voiceless,32,right,1,1.319763899,123,iau
5,right,i,t,voiceless,33,right,1,1.523644924,123,iau
6,right,i,k,voiceless,39,right,1,1.826550961,123,iau
8,right,a,k,voiceless,0,right,1,2.266760111,123,iau
5,right,a,t,voiceless,1,left,0,1.486369133,123,iau
2,right,a,k,voiceless,2,left,0,1.641571045,123,iau
10,right,a,k,voiceless,4,right,1,1.860595942,123,iau
9,right,a,k,voiceless,7,right,1,1.354109049,123,iau
4,right,a,t,voiceless,8,left,0,1.219977856,123,iau
1,right,a,t,voiceless,9,left,0,1.253428936,123,iau
9,right,a,t,voiceless,10,right,1,1.756550074,123,iau
10,right,a,t,voiceless,11,right,1,1.624409199,123,iau
1,right,a,k,voiceless,12,left,0,1.216156006,123,iau
8,right,a,t,voiceless,15,right,1,1.37063098,123,iau
7,right,a,k,voiceless,17,left,0,1.675034046,123,iau
3,right,a,t,voiceless,19,left,0,2.012577057,123,iau
2,right,a,t,voiceless,20,left,0,2.469114065,123,iau
3,right,a,k,voiceless,22,left,0,1.675052166,123,iau
6,right,a,k,voiceless,23,left,0,1.739796877,123,iau
7,right,a,t,voiceless,27,right,1,1.878334999,123,iau
6,right,a,t,voiceless,31,left,0,1.368393898,123,iau
5,right,a,k,voiceless,34,left,0,1.287238836,123,iau
4,right,a,k,voiceless,35,left,0,1.354748964,123,iau
1,right,u,k,voiceless,0,left,0,1.590420961,123,iau
2,right,u,t,voiceless,3,left,0,1.354138851,123,iau
3,right,u,k,voiceless,4,left,0,1.607547045,123,iau
10,right,u,k,voiceless,8,right,1,1.843244076,123,iau
7,right,u,k,voiceless,10,right,1,1.320251942,123,iau
5,right,u,k,voiceless,11,right,1,1.57318306,123,iau
4,right,u,k,voiceless,12,left,0,1.556584835,123,iau
6,right,u,k,voiceless,13,left,0,2.249727964,123,iau
1,right,u,t,voiceless,15,left,0,1.319948912,123,iau
10,right,u,t,voiceless,18,right,1,1.337781906,123,iau
3,right,u,t,voiceless,22,left,0,1.438330889,123,iau
7,right,u,t,voiceless,23,left,0,1.421367168,123,iau
9,right,u,t,voiceless,25,right,1,1.235850096,123,iau
9,right,u,k,voiceless,27,left,0,2.334080219,123,iau
8,right,u,t,voiceless,30,left,0,1.488950014,123,iau
2,right,u,k,voiceless,31,left,0,1.404371977,123,iau
